client_id,day1_v_avg,day1_i_std,day1_t_max,day1_r_int,day2_v_avg,day2_i_std,day2_t_max,day2_r_int,day3_v_avg,day3_i_std,day3_t_max,day3_r_int,day4_v_avg,day4_i_std,day4_t_max,day4_r_int,day5_v_avg,day5_i_std,day5_t_max,day5_r_int,day6_v_avg,day6_i_std,day6_t_max,day6_r_int,day7_v_avg,day7_i_std,day7_t_max,day7_r_int,soh
8520,12.7,0.3,28.79,0.013,12.63,0.43,30.8,0.013,12.69,0.66,39.66,0.013,12.67,0.69,33.23,0.013,12.68,0.76,30.2,0.0166,12.7,0.33,34.17,0.0213,12.65,0.42,29.42,0.013,91.5
8521,12.69,0.56,27.09,0.013,12.59,0.3,34.72,0.0136,12.7,0.49,38.43,0.015,12.7,0.72,33.0,0.013,12.68,0.76,33.02,0.0188,12.6,0.52,29.99,0.013,12.59,0.5,27.24,0.013,91.5
8522,12.7,0.78,30.1,0.0195,12.61,0.37,27.46,0.013,12.68,0.45,40.39,0.0157,12.58,0.9,27.72,0.0165,12.7,0.74,30.87,0.0146,12.61,0.82,34.27,0.013,12.6,0.78,30.19,0.013,91.5
8523,12.68,0.51,33.93,0.0214,12.65,0.84,31.98,0.0136,12.62,0.54,39.96,0.013,12.67,0.47,31.26,0.0159,12.66,0.37,34.35,0.013,12.63,0.64,28.37,0.019,12.6,0.5,30.3,0.0214,91.5
8524,12.65,0.45,34.85,0.013,12.7,0.55,27.13,0.0158,12.69,0.79,38.8,0.013,12.7,0.34,29.04,0.0154,12.61,0.45,33.37,0.013,12.64,0.5,28.29,0.0174,12.59,0.89,32.36,0.013,91.5
8525,12.61,0.56,32.42,0.013,12.62,0.65,30.6,0.013,12.68,0.48,41.45,0.0155,12.57,0.39,31.5,0.0183,12.7,0.42,29.8,0.0136,12.62,0.6,32.08,0.013,12.61,0.71,28.15,0.013,91.5
8526,12.65,0.65,33.02,0.0157,12.64,0.37,29.57,0.0154,12.67,0.38,38.14,0.013,12.64,0.57,28.22,0.0142,12.61,0.38,30.41,0.013,12.63,0.61,28.43,0.013,12.66,0.73,30.74,0.025,91.5
8527,12.68,0.8,29.01,0.0132,12.66,0.45,30.48,0.013,12.6,0.7,40.4,0.013,12.64,0.79,28.29,0.013,12.66,0.3,28.98,0.013,12.64,0.58,27.71,0.0188,12.67,0.9,29.69,0.013,91.5
8528,12.7,0.43,31.24,0.0133,12.7,0.67,34.13,0.0167,12.69,0.83,39.05,0.013,12.62,0.88,34.78,0.013,12.7,0.75,32.36,0.0249,12.63,0.82,28.08,0.0135,12.61,0.82,30.66,0.013,91.5
8529,12.7,0.83,32.95,0.013,12.68,0.77,31.14,0.013,12.65,0.76,41.09,0.013,12.7,0.62,33.35,0.0212,12.61,0.69,33.59,0.0149,12.63,0.61,34.51,0.0216,12.54,0.54,30.64,0.013,91.5
8530,12.68,0.72,30.98,0.0166,12.69,0.76,31.61,0.016,12.65,0.32,40.43,0.0148,12.65,0.9,27.38,0.013,12.69,0.6,33.17,0.013,12.63,0.66,32.87,0.0163,12.66,0.85,34.84,0.013,91.5
8531,12.66,0.73,27.73,0.013,12.7,0.63,29.73,0.0156,12.7,0.86,38.57,0.0173,12.68,0.72,34.42,0.013,12.61,0.34,33.1,0.0222,12.6,0.76,33.32,0.0151,12.66,0.42,28.51,0.0193,91.5
8532,12.63,0.35,32.95,0.013,12.7,0.76,34.86,0.025,12.7,0.84,38.57,0.013,12.7,0.72,31.08,0.013,12.58,0.73,34.69,0.013,12.7,0.4,31.88,0.0148,12.65,0.77,33.63,0.013,91.5
8533,12.7,0.32,28.83,0.013,12.69,0.48,34.86,0.0176,12.61,0.64,41.96,0.013,12.64,0.72,27.18,0.013,12.66,0.48,29.69,0.013,12.57,0.81,27.73,0.013,12.65,0.81,29.57,0.0151,91.5
8534,12.7,0.65,27.76,0.017,12.6,0.71,34.02,0.0192,12.7,0.75,41.62,0.025,12.66,0.34,32.51,0.0132,12.63,0.75,27.92,0.0162,12.7,0.65,30.21,0.016,12.51,0.69,34.52,0.013,91.5
8535,12.7,0.85,30.9,0.013,12.69,0.64,32.64,0.0145,12.7,0.83,40.55,0.0169,12.58,0.43,27.21,0.013,12.6,0.49,34.62,0.013,12.55,0.69,27.81,0.0136,12.64,0.77,32.7,0.0154,91.5
8536,12.7,0.66,27.54,0.013,12.7,0.9,30.46,0.0139,12.63,0.63,41.95,0.0173,12.58,0.49,34.17,0.013,12.61,0.35,28.71,0.0136,12.64,0.37,28.06,0.013,12.6,0.83,33.88,0.0169,91.5
8537,12.7,0.44,31.95,0.0189,12.7,0.67,28.0,0.013,12.56,0.63,39.22,0.013,12.56,0.54,33.4,0.013,12.7,0.87,28.75,0.013,12.62,0.55,28.32,0.0198,12.54,0.54,29.08,0.0143,91.5
8538,12.7,0.34,32.15,0.013,12.7,0.6,34.26,0.0201,12.69,0.62,38.66,0.0157,12.68,0.53,34.28,0.013,12.64,0.49,32.91,0.0181,12.61,0.72,34.13,0.0242,12.7,0.73,27.89,0.0168,91.5
8539,12.7,0.67,29.12,0.013,12.7,0.63,31.31,0.0229,12.68,0.52,42.13,0.0195,12.67,0.52,28.88,0.013,12.67,0.44,31.62,0.0226,12.63,0.47,33.72,0.013,12.65,0.76,34.93,0.0192,91.5
8540,12.7,0.74,34.71,0.013,12.59,0.79,31.42,0.0131,12.62,0.55,41.2,0.0165,12.65,0.73,27.09,0.013,12.68,0.47,30.6,0.017,12.54,0.67,34.78,0.013,12.56,0.42,29.73,0.0143,91.5
8541,12.68,0.46,33.48,0.013,12.59,0.3,27.79,0.013,12.7,0.66,38.26,0.0151,12.63,0.88,30.24,0.0136,12.7,0.54,30.35,0.0142,12.62,0.4,31.31,0.013,12.65,0.65,29.82,0.0162,91.5
8542,12.63,0.34,27.8,0.0194,12.7,0.84,33.36,0.013,12.67,0.34,39.96,0.013,12.58,0.61,28.18,0.0166,12.62,0.3,29.27,0.013,12.7,0.86,34.89,0.013,12.55,0.7,30.59,0.013,91.5
8543,12.67,0.5,33.01,0.013,12.7,0.37,31.46,0.013,12.67,0.53,40.4,0.013,12.62,0.44,27.57,0.019,12.69,0.49,27.7,0.013,12.67,0.37,27.34,0.0159,12.63,0.65,34.66,0.013,91.5
8544,12.7,0.69,29.82,0.0142,12.65,0.56,29.08,0.013,12.69,0.67,39.48,0.013,12.58,0.66,33.42,0.0168,12.58,0.64,29.06,0.0246,12.65,0.3,27.7,0.0155,12.63,0.4,29.83,0.013,91.5
8545,12.7,0.71,33.07,0.021,12.7,0.69,28.34,0.0144,12.7,0.79,41.62,0.013,12.7,0.8,31.12,0.0191,12.67,0.5,31.1,0.013,12.6,0.82,32.39,0.013,12.6,0.41,31.43,0.013,91.5
8546,12.7,0.82,33.41,0.0157,12.7,0.5,31.94,0.0179,12.69,0.31,41.84,0.0176,12.62,0.83,28.67,0.0181,12.66,0.64,29.32,0.013,12.56,0.52,29.31,0.0138,12.6,0.74,34.81,0.0139,91.5
8547,12.7,0.65,28.17,0.013,12.7,0.36,33.89,0.013,12.68,0.63,39.65,0.0212,12.7,0.6,28.9,0.0195,12.62,0.7,31.23,0.021,12.7,0.72,30.58,0.013,12.59,0.3,28.58,0.0174,91.5
8548,12.7,0.38,32.31,0.013,12.68,0.39,31.31,0.0154,12.6,0.77,38.26,0.013,12.68,0.64,28.4,0.0139,12.62,0.54,28.86,0.013,12.63,0.45,27.11,0.0139,12.5,0.84,30.46,0.013,91.5
8549,12.68,0.68,33.95,0.013,12.7,0.7,33.89,0.018,12.67,0.39,41.48,0.013,12.7,0.5,28.52,0.0187,12.7,0.42,27.64,0.013,12.57,0.55,29.94,0.013,12.62,0.76,32.13,0.0176,91.5
8550,12.68,0.87,29.65,0.0208,12.7,0.34,28.42,0.013,12.7,0.53,38.14,0.013,12.65,0.47,31.22,0.0171,12.67,0.66,34.67,0.013,12.66,0.54,28.46,0.013,12.52,0.8,31.63,0.013,91.5
8551,12.63,0.77,27.64,0.013,12.67,0.67,31.4,0.0213,12.64,0.34,41.53,0.0162,12.69,0.58,34.57,0.0182,12.57,0.75,27.69,0.013,12.68,0.81,32.06,0.013,12.64,0.58,32.79,0.013,91.5
8552,12.66,0.85,27.22,0.013,12.69,0.89,30.48,0.0228,12.68,0.52,40.13,0.013,12.62,0.43,27.27,0.0148,12.7,0.89,31.29,0.0133,12.59,0.79,31.68,0.013,12.55,0.64,34.25,0.013,91.5
8553,12.7,0.5,27.92,0.013,12.63,0.68,29.51,0.0198,12.52,0.52,39.89,0.0167,12.61,0.55,28.53,0.013,12.69,0.53,32.72,0.013,12.6,0.85,27.05,0.0148,12.63,0.65,29.69,0.013,91.5
8554,12.7,0.77,27.0,0.013,12.63,0.36,27.74,0.0144,12.7,0.54,39.48,0.013,12.65,0.38,31.15,0.0137,12.7,0.74,31.1,0.0154,12.58,0.72,31.51,0.025,12.62,0.37,31.74,0.0143,91.5
8555,12.7,0.82,29.65,0.013,12.7,0.56,28.64,0.013,12.67,0.36,41.28,0.0146,12.67,0.44,28.89,0.014,12.65,0.31,30.11,0.0161,12.61,0.48,27.19,0.013,12.62,0.65,30.06,0.0169,91.5
8556,12.7,0.67,29.38,0.0249,12.7,0.82,34.06,0.016,12.66,0.44,41.31,0.0245,12.66,0.58,30.58,0.013,12.7,0.59,34.08,0.013,12.57,0.48,33.47,0.02,12.7,0.86,27.08,0.013,91.5
8557,12.68,0.5,27.88,0.0176,12.7,0.82,29.91,0.0151,12.7,0.55,41.85,0.0155,12.62,0.44,33.27,0.013,12.7,0.4,28.42,0.0186,12.65,0.81,29.89,0.0145,12.62,0.56,30.4,0.013,91.5
8558,12.7,0.9,32.21,0.0154,12.63,0.79,33.88,0.0223,12.69,0.36,41.59,0.0195,12.66,0.9,33.4,0.0144,12.68,0.59,32.61,0.0203,12.56,0.62,33.95,0.0161,12.58,0.48,27.46,0.013,91.5
8559,12.7,0.53,34.94,0.019,12.68,0.53,33.5,0.013,12.69,0.45,40.85,0.013,12.7,0.51,33.79,0.013,12.7,0.9,28.7,0.013,12.7,0.36,27.36,0.0135,12.53,0.87,27.32,0.0219,91.5
8560,12.7,0.4,34.3,0.0222,12.7,0.34,29.44,0.013,12.61,0.44,38.77,0.0133,12.63,0.3,28.43,0.0137,12.69,0.4,33.61,0.0133,12.54,0.9,31.08,0.0219,12.55,0.7,28.72,0.0199,91.5
8561,12.68,0.41,29.0,0.0156,12.57,0.81,30.92,0.0222,12.7,0.9,38.04,0.0161,12.62,0.9,32.91,0.013,12.64,0.45,34.52,0.0222,12.52,0.47,34.0,0.0137,12.51,0.71,31.79,0.013,91.5
8562,12.7,0.67,33.14,0.0202,12.7,0.63,30.7,0.013,12.7,0.54,39.83,0.013,12.7,0.35,33.16,0.015,12.58,0.89,28.21,0.0155,12.58,0.62,34.13,0.0166,12.62,0.88,28.18,0.013,91.5
8563,12.7,0.55,34.57,0.013,12.7,0.53,34.19,0.0132,12.69,0.49,40.41,0.013,12.69,0.75,32.31,0.013,12.62,0.48,30.52,0.0183,12.62,0.9,27.97,0.013,12.65,0.57,29.14,0.013,91.5
8564,12.7,0.38,34.27,0.013,12.7,0.4,31.93,0.013,12.7,0.8,39.3,0.013,12.57,0.51,28.99,0.0146,12.7,0.3,34.19,0.0145,12.55,0.65,30.18,0.013,12.55,0.57,27.76,0.017,91.5
8565,12.58,0.67,34.11,0.013,12.57,0.68,30.53,0.0141,12.67,0.8,41.13,0.0133,12.63,0.37,27.83,0.0148,12.7,0.56,28.06,0.0199,12.65,0.73,33.36,0.0157,12.65,0.32,34.45,0.0186,91.5
8566,12.7,0.73,33.24,0.0145,12.7,0.73,31.18,0.0132,12.65,0.38,39.68,0.013,12.7,0.68,27.63,0.013,12.63,0.64,32.06,0.0131,12.58,0.65,30.91,0.0151,12.61,0.32,33.76,0.013,91.5
8567,12.7,0.69,29.36,0.013,12.7,0.34,33.75,0.0131,12.69,0.36,40.99,0.013,12.7,0.52,31.64,0.0166,12.67,0.82,27.2,0.0165,12.7,0.46,32.93,0.0199,12.61,0.77,30.31,0.013,91.5
8568,12.7,0.33,27.71,0.0196,12.7,0.66,29.38,0.0139,12.7,0.79,41.13,0.013,12.6,0.56,28.27,0.013,12.66,0.5,28.28,0.0158,12.58,0.74,28.67,0.013,12.55,0.68,27.04,0.025,91.5
8569,12.7,0.77,30.87,0.013,12.69,0.35,30.33,0.0133,12.65,0.39,38.98,0.0167,12.62,0.81,31.02,0.013,12.66,0.71,28.53,0.0235,12.65,0.62,30.69,0.0163,12.63,0.83,29.46,0.016,91.5
8570,12.61,0.3,27.47,0.0171,12.67,0.87,28.08,0.013,12.65,0.73,40.96,0.0178,12.63,0.69,33.44,0.013,12.68,0.3,33.02,0.0181,12.66,0.47,27.57,0.013,12.57,0.76,31.95,0.0152,91.5
8571,12.66,0.5,34.98,0.013,12.57,0.68,31.53,0.0189,12.62,0.31,41.89,0.018,12.6,0.5,33.9,0.014,12.65,0.44,31.11,0.013,12.6,0.62,32.99,0.013,12.6,0.76,33.09,0.013,91.5
8572,12.7,0.58,29.83,0.0186,12.7,0.3,34.72,0.0174,12.67,0.55,39.48,0.013,12.7,0.3,33.14,0.013,12.63,0.46,34.69,0.013,12.7,0.63,32.58,0.0152,12.67,0.58,29.33,0.0146,91.5
8573,12.7,0.79,34.72,0.0199,12.7,0.57,29.75,0.016,12.68,0.38,39.71,0.013,12.62,0.4,30.37,0.016,12.7,0.9,29.81,0.021,12.68,0.4,29.4,0.013,12.62,0.89,31.64,0.0205,91.5
8574,12.7,0.5,33.24,0.0135,12.66,0.79,34.53,0.013,12.62,0.67,38.23,0.013,12.6,0.35,34.21,0.0176,12.65,0.3,32.77,0.0176,12.54,0.7,34.46,0.0187,12.61,0.3,27.77,0.0213,91.5
8575,12.69,0.32,30.3,0.0156,12.7,0.76,33.37,0.0187,12.57,0.38,41.8,0.0159,12.7,0.3,33.77,0.013,12.57,0.48,33.38,0.013,12.58,0.87,30.49,0.0145,12.66,0.43,34.19,0.013,91.5
8576,12.7,0.51,27.97,0.013,12.6,0.47,33.31,0.013,12.65,0.64,41.5,0.013,12.65,0.6,31.11,0.0199,12.59,0.9,30.33,0.013,12.57,0.66,33.77,0.0157,12.56,0.45,30.0,0.0142,91.5
8577,12.7,0.65,28.96,0.0132,12.6,0.31,32.98,0.013,12.68,0.64,40.13,0.021,12.62,0.79,31.24,0.013,12.64,0.86,30.89,0.0198,12.7,0.71,27.14,0.0154,12.56,0.57,30.76,0.0186,91.5
8578,12.65,0.74,32.36,0.0179,12.69,0.73,33.1,0.013,12.7,0.67,39.33,0.013,12.67,0.63,34.22,0.013,12.66,0.73,30.25,0.013,12.54,0.72,31.07,0.0198,12.63,0.46,32.46,0.013,91.5
8579,12.59,0.82,33.66,0.013,12.65,0.39,29.71,0.013,12.7,0.46,39.56,0.013,12.67,0.75,34.27,0.013,12.64,0.66,30.84,0.0226,12.7,0.43,30.27,0.013,12.63,0.57,33.6,0.017,91.5
8580,12.7,0.44,34.82,0.0206,12.7,0.7,33.73,0.013,12.7,0.86,38.5,0.013,12.56,0.61,33.45,0.013,12.7,0.34,30.86,0.0219,12.7,0.78,33.6,0.0182,12.59,0.63,34.55,0.0163,91.5
8581,12.7,0.41,28.01,0.013,12.66,0.65,34.8,0.017,12.65,0.31,38.21,0.013,12.63,0.58,32.58,0.0232,12.67,0.85,32.87,0.013,12.5,0.58,28.19,0.0194,12.66,0.43,30.39,0.013,91.5
8582,12.67,0.44,28.23,0.013,12.7,0.72,27.84,0.014,12.69,0.83,41.79,0.013,12.67,0.37,28.92,0.0163,12.63,0.69,27.96,0.013,12.68,0.81,31.51,0.0177,12.62,0.53,27.23,0.0148,91.5
8583,12.62,0.79,27.28,0.013,12.65,0.56,28.07,0.0175,12.67,0.67,41.63,0.022,12.66,0.4,32.42,0.013,12.59,0.42,31.28,0.0208,12.67,0.62,34.28,0.013,12.66,0.57,30.81,0.013,91.5
8584,12.7,0.3,29.1,0.0146,12.69,0.34,27.09,0.013,12.7,0.74,42.1,0.0152,12.66,0.56,28.61,0.0168,12.57,0.67,34.47,0.013,12.56,0.48,30.18,0.013,12.59,0.41,29.15,0.013,91.5
8585,12.69,0.36,33.53,0.013,12.59,0.64,32.64,0.0152,12.7,0.77,40.75,0.013,12.68,0.75,33.94,0.0201,12.66,0.57,30.65,0.0133,12.66,0.32,29.64,0.0202,12.63,0.4,33.41,0.019,91.5
8586,12.7,0.74,28.52,0.013,12.68,0.55,27.49,0.013,12.55,0.52,40.49,0.013,12.66,0.79,27.57,0.013,12.6,0.41,33.74,0.0199,12.65,0.56,29.69,0.0193,12.56,0.43,28.68,0.0162,91.5
8587,12.7,0.53,31.42,0.0167,12.69,0.48,31.2,0.013,12.64,0.43,39.77,0.016,12.62,0.68,32.02,0.0213,12.67,0.3,27.86,0.013,12.62,0.56,28.85,0.013,12.6,0.33,27.78,0.0171,91.5
8588,12.59,0.38,30.61,0.013,12.7,0.39,32.49,0.0149,12.6,0.64,39.68,0.0184,12.69,0.71,33.41,0.013,12.64,0.64,30.7,0.0193,12.68,0.59,27.09,0.0144,12.65,0.75,29.43,0.013,91.5
8589,12.67,0.52,29.59,0.025,12.61,0.81,31.75,0.0166,12.7,0.71,39.17,0.0175,12.7,0.33,27.21,0.013,12.65,0.61,29.4,0.0131,12.64,0.71,30.57,0.013,12.64,0.34,29.31,0.0142,91.5
8590,12.69,0.49,31.98,0.017,12.67,0.64,31.93,0.013,12.63,0.44,41.49,0.0167,12.69,0.56,31.85,0.016,12.6,0.84,31.21,0.0132,12.54,0.68,32.58,0.013,12.58,0.6,32.66,0.013,91.5
8591,12.7,0.65,30.98,0.0132,12.7,0.35,34.71,0.021,12.69,0.75,38.06,0.0145,12.7,0.82,32.36,0.0131,12.58,0.67,29.13,0.0146,12.62,0.73,30.8,0.0159,12.67,0.77,33.35,0.0138,91.5
8592,12.62,0.9,29.66,0.013,12.7,0.81,29.43,0.013,12.66,0.48,39.84,0.0209,12.61,0.74,33.5,0.013,12.7,0.42,27.55,0.013,12.57,0.45,27.38,0.013,12.55,0.46,30.09,0.021,91.5
8593,12.7,0.34,32.53,0.013,12.64,0.71,31.94,0.0241,12.65,0.43,39.14,0.0179,12.64,0.8,30.99,0.013,12.62,0.55,30.62,0.013,12.68,0.81,32.85,0.013,12.66,0.32,34.62,0.013,91.5
8594,12.7,0.61,29.29,0.0152,12.65,0.49,32.0,0.013,12.62,0.74,40.53,0.0142,12.65,0.45,31.46,0.013,12.63,0.75,32.88,0.0198,12.58,0.64,31.91,0.0218,12.65,0.4,30.65,0.013,91.5
8595,12.7,0.87,32.13,0.013,12.6,0.38,29.27,0.013,12.65,0.37,39.56,0.0148,12.63,0.87,28.06,0.0207,12.7,0.48,33.11,0.0136,12.56,0.76,33.35,0.013,12.51,0.71,29.58,0.0141,91.5
8596,12.69,0.9,34.63,0.018,12.58,0.54,29.45,0.013,12.67,0.86,41.1,0.013,12.7,0.38,29.54,0.0211,12.67,0.65,27.12,0.0156,12.7,0.64,29.57,0.0137,12.64,0.71,30.19,0.025,91.5
8597,12.68,0.55,32.88,0.013,12.67,0.32,33.01,0.0131,12.66,0.66,38.94,0.013,12.62,0.67,34.28,0.025,12.67,0.48,31.9,0.0155,12.58,0.3,33.23,0.0157,12.62,0.54,31.06,0.0141,91.5
8598,12.7,0.71,30.38,0.013,12.65,0.46,29.47,0.0192,12.7,0.48,39.35,0.013,12.63,0.8,31.46,0.025,12.7,0.62,29.04,0.021,12.63,0.6,30.18,0.0209,12.61,0.77,32.72,0.0218,91.5
8599,12.65,0.42,32.99,0.0136,12.7,0.9,28.78,0.013,12.58,0.57,39.54,0.0142,12.64,0.46,29.48,0.0191,12.6,0.81,32.4,0.0133,12.57,0.85,32.73,0.013,12.54,0.74,34.97,0.013,91.5
8600,12.7,0.74,33.53,0.013,12.7,0.37,34.86,0.0164,12.6,0.48,40.61,0.013,12.7,0.5,30.53,0.013,12.61,0.68,28.39,0.0166,12.69,0.75,28.71,0.013,12.58,0.4,34.39,0.0136,91.5
8601,12.68,0.89,29.7,0.0144,12.68,0.44,27.79,0.013,12.7,0.7,40.54,0.0192,12.66,0.89,27.51,0.013,12.66,0.55,27.59,0.016,12.7,0.51,27.2,0.013,12.59,0.32,31.69,0.0143,91.5
8602,12.66,0.56,32.66,0.0233,12.7,0.35,29.51,0.0147,12.62,0.44,41.8,0.025,12.61,0.38,27.5,0.0188,12.62,0.35,32.77,0.0198,12.61,0.51,28.37,0.013,12.52,0.9,33.68,0.013,91.5
8603,12.7,0.63,30.45,0.0157,12.7,0.9,33.66,0.0175,12.59,0.44,38.16,0.013,12.65,0.74,29.86,0.0177,12.67,0.71,30.44,0.013,12.57,0.45,33.82,0.0138,12.63,0.74,33.48,0.013,91.5
8604,12.7,0.39,33.57,0.0151,12.7,0.9,28.6,0.0243,12.69,0.63,39.72,0.013,12.65,0.9,27.8,0.013,12.7,0.48,34.01,0.013,12.63,0.47,32.55,0.0176,12.59,0.62,27.86,0.0204,91.5
8605,12.7,0.66,29.32,0.0169,12.7,0.41,29.09,0.0192,12.66,0.61,37.91,0.013,12.58,0.75,31.25,0.0138,12.6,0.67,28.01,0.013,12.55,0.4,29.23,0.0142,12.69,0.43,30.88,0.0177,91.5
8606,12.7,0.63,34.56,0.013,12.68,0.8,28.35,0.013,12.7,0.5,40.54,0.013,12.66,0.54,33.18,0.013,12.57,0.58,33.22,0.013,12.61,0.78,27.28,0.013,12.61,0.81,32.92,0.0134,91.5
8607,12.63,0.71,31.56,0.013,12.69,0.35,31.65,0.013,12.54,0.79,39.25,0.0166,12.67,0.46,29.19,0.023,12.65,0.41,27.56,0.013,12.63,0.4,30.34,0.013,12.69,0.42,27.64,0.0132,91.5
8608,12.7,0.3,29.82,0.013,12.68,0.62,27.09,0.0157,12.58,0.82,38.2,0.0131,12.58,0.33,28.95,0.013,12.65,0.45,30.66,0.013,12.53,0.45,29.58,0.013,12.55,0.36,31.47,0.013,91.5
8609,12.57,0.62,30.31,0.013,12.66,0.72,34.04,0.0203,12.7,0.44,40.61,0.015,12.66,0.81,34.52,0.0142,12.62,0.75,34.77,0.013,12.63,0.36,32.22,0.0154,12.7,0.34,34.27,0.0162,91.5
8610,12.66,0.71,29.79,0.0167,12.7,0.53,29.97,0.0134,12.7,0.67,41.62,0.0136,12.7,0.74,31.79,0.0191,12.6,0.5,28.1,0.013,12.65,0.3,27.64,0.013,12.58,0.55,29.9,0.013,91.5
8611,12.68,0.36,28.18,0.0148,12.68,0.34,31.1,0.013,12.7,0.38,41.61,0.0134,12.62,0.39,29.6,0.013,12.7,0.57,30.81,0.013,12.67,0.47,31.19,0.013,12.7,0.9,31.11,0.013,92.01
8612,12.7,0.43,27.59,0.013,12.63,0.79,28.96,0.0172,12.7,0.5,41.41,0.013,12.67,0.52,28.18,0.0202,12.67,0.37,28.1,0.013,12.61,0.76,28.58,0.0187,12.63,0.45,34.2,0.0157,91.5
8613,12.7,0.43,29.58,0.0248,12.69,0.77,27.32,0.013,12.67,0.85,39.87,0.0158,12.7,0.6,27.56,0.013,12.62,0.43,34.02,0.013,12.61,0.62,27.1,0.0143,12.6,0.9,32.73,0.0185,91.5
8614,12.69,0.71,30.67,0.013,12.7,0.82,34.74,0.013,12.64,0.84,38.14,0.0218,12.7,0.64,27.64,0.013,12.59,0.9,30.12,0.013,12.7,0.59,33.86,0.0161,12.62,0.72,34.29,0.013,91.5
8615,12.7,0.75,29.87,0.013,12.61,0.52,34.03,0.0147,12.58,0.48,40.55,0.013,12.69,0.5,34.11,0.013,12.58,0.42,28.58,0.013,12.67,0.68,30.85,0.013,12.58,0.67,30.57,0.013,91.5
8616,12.65,0.72,27.1,0.0168,12.67,0.61,29.29,0.0169,12.7,0.49,41.89,0.013,12.7,0.62,33.88,0.018,12.62,0.39,29.88,0.0138,12.62,0.3,28.89,0.013,12.69,0.83,31.09,0.013,91.5
8617,12.63,0.52,31.56,0.0188,12.65,0.5,27.85,0.013,12.62,0.85,39.26,0.0197,12.7,0.37,31.32,0.0149,12.7,0.66,27.83,0.0159,12.64,0.77,28.86,0.019,12.66,0.38,30.41,0.013,91.5
8618,12.7,0.82,28.23,0.0166,12.7,0.33,30.62,0.013,12.7,0.6,38.05,0.013,12.58,0.57,27.91,0.0132,12.65,0.39,28.71,0.013,12.53,0.63,27.61,0.0207,12.64,0.66,30.06,0.013,91.5
8619,12.7,0.72,28.68,0.0189,12.69,0.4,31.45,0.013,12.64,0.89,39.74,0.0165,12.66,0.6,31.83,0.013,12.6,0.53,33.86,0.0202,12.66,0.58,29.84,0.013,12.63,0.34,30.99,0.017,91.5
8620,12.7,0.48,28.05,0.013,12.7,0.74,31.54,0.013,12.66,0.58,42.12,0.0191,12.67,0.3,30.54,0.013,12.67,0.38,28.0,0.013,12.63,0.85,28.21,0.02,12.66,0.42,31.73,0.0208,91.5
8621,12.66,0.39,31.16,0.0135,12.7,0.53,34.32,0.0229,12.63,0.78,40.55,0.0187,12.69,0.58,30.35,0.0143,12.66,0.9,29.62,0.0227,12.67,0.66,31.27,0.0137,12.57,0.33,34.07,0.0219,91.5
8622,12.7,0.44,27.67,0.013,12.7,0.58,32.32,0.013,12.67,0.76,41.15,0.013,12.59,0.6,28.33,0.013,12.61,0.83,32.88,0.0161,12.67,0.79,32.94,0.0152,12.57,0.41,34.28,0.013,91.5
8623,12.69,0.86,29.03,0.0156,12.68,0.83,31.95,0.0157,12.7,0.44,40.61,0.0135,12.67,0.73,31.5,0.0167,12.62,0.88,28.2,0.0187,12.64,0.4,32.25,0.025,12.59,0.84,34.25,0.0143,91.5
8624,12.7,0.49,30.61,0.0206,12.67,0.34,27.79,0.013,12.59,0.63,39.65,0.013,12.58,0.9,31.45,0.0246,12.69,0.76,33.66,0.0182,12.6,0.77,27.91,0.013,12.65,0.83,33.46,0.013,91.5
8625,12.7,0.49,28.34,0.013,12.68,0.58,31.17,0.013,12.7,0.35,39.29,0.013,12.69,0.51,30.63,0.0165,12.61,0.3,32.31,0.014,12.6,0.78,27.74,0.0169,12.53,0.75,29.88,0.0204,91.5
8626,12.7,0.31,30.6,0.0163,12.65,0.55,31.33,0.0186,12.7,0.37,40.82,0.0137,12.59,0.73,32.37,0.0195,12.7,0.9,27.66,0.013,12.68,0.84,34.8,0.014,12.64,0.52,32.54,0.0151,91.5
8627,12.68,0.76,29.75,0.013,12.69,0.9,32.08,0.013,12.7,0.39,40.37,0.0166,12.58,0.43,29.07,0.013,12.57,0.4,28.2,0.0173,12.61,0.51,30.26,0.0157,12.52,0.77,27.63,0.013,91.5
8628,12.7,0.51,33.87,0.013,12.6,0.82,28.3,0.0197,12.7,0.55,41.33,0.0148,12.61,0.39,27.12,0.013,12.64,0.61,32.53,0.0221,12.7,0.82,30.15,0.013,12.64,0.54,28.72,0.0192,91.5
8629,12.7,0.42,33.31,0.013,12.69,0.32,34.71,0.0131,12.66,0.59,40.54,0.025,12.61,0.61,30.16,0.0168,12.6,0.42,32.49,0.013,12.7,0.8,31.24,0.013,12.58,0.81,32.21,0.013,91.5
8630,12.67,0.49,34.92,0.022,12.63,0.38,31.56,0.0137,12.65,0.55,39.01,0.0237,12.6,0.32,33.12,0.013,12.7,0.38,28.74,0.013,12.6,0.84,31.41,0.0134,12.56,0.88,32.81,0.013,91.5
8631,12.63,0.54,31.26,0.013,12.69,0.4,30.24,0.0186,12.68,0.78,38.32,0.0137,12.68,0.79,30.77,0.013,12.7,0.5,28.49,0.013,12.61,0.52,28.33,0.018,12.55,0.75,34.41,0.0163,91.5
